web-scraper-order,web-scraper-start-url,house-link,house-link-href,house-price,house-addr,house-availability,house-size,house-rooms,house-desc,house-baths
1587215456-1205,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,1° trimestre 2021,,,,
1587215407-616,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,Julio 2021,,,,
1587215517-1977,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,"Mirador es un exclusivo proyecto ubicado en la calle Justo Vigil 154. Los departamentos con vista exterior gozaran de una espectacular vista al Mar y los de vista interior miraran a un amplio jardín de casi 300m2 otorgándoles una gran luminosidad. Se cuenta con gimnasio, sum, bbq y juego para niños. En el último piso se tiene una piscina con espectacular vista al Mar. Calle Justo Vigil 154",
1587215407-571,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,Abedul,https://urbania.pe/inmueble/proyecto-abedul-lima-magdalena-abril-grupo-inmobiliario-8003097,,,,,,,
1587215517-1965,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,2 a 4 dormitorios,,
1587215329-167,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=17,,,,,,,,,2 Baños
1587215382-311,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,"Calle Cantuarias 355, 
								 Miraflores, Lima",,,,,
1587215407-553,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,Homelife,https://urbania.pe/inmueble/proyecto-homelife-lima-miraflores-urbana-peru-peru-empresa-8003976,,,,,,,
1587215443-1088,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,1 a 3 dormitorios,,
1587215395-513,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,1 a 3 dormitorios,,
1587215395-475,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,Julio 2021,,,,
1587215492-1673,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,1 a 3 dormitorios,,
1587215443-1019,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 407,900",,,,,,
1587215395-511,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,3 dormitorio,,
1587215492-1683,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Vivero es un proyecto de viviendas de 20 pisos ubicado en el extremo sur del distrito de jesús maría, limite con san isidro. Los apartamentos ofrecen un estilo de vida moderno, rodeado de áreas verdes Y con excelente conexión al centro financiero. Vivero te ofrece un estilo de vida moderno, rodeado de numerosos espacios de entretenimiento, cultura Y opciones gastronómicas. Dentro de 1. 5 km de radio.",
1587215517-1984,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,"Ten Parque Graña 215 es un exclusivo edificio de 9 pisos ubicado en la mejor zona de Magdalena, frente al Parque Francisco Graña, donde podrás disfrutar de la tranquilidad de vivir en una zona residencial, tranquila y con áreas verdes. El proyecto ofrece 51 departamentos flats desde 36. 26 m2 hasta 183. 93 m2, con 1, 2 y 3 dormitorios, todos con una excelente distribución, gran iluminación natural y todas las facilidades que ofrece un edificio residencial. En ten podrás disfrutar de las áreas comunes que siempre quisiste en tu depa: - Amplio y elegante Lobby de ingreso. - 3 zonas de parrillas en terraza. - Piscina recreativa. - Gimnasio equipado. - Sala Co-Working. - Sala para niños. - Sala de usos múltiples / Bar. - Terrazas en el último nivel. - Estacionamiento para bicicletas. ¡Múdate a Magdalena y ten lo que siempre soñaste! *Las imágenes y planos son referenciales y pueden estar sujetos a cambio sin previo aviso.",
1587215370-253,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,,"""Lo que te hace ser diferente, te hace ser úniko y, por tanto, especial"" Vive en el úniko edificio en Surco que te ofrece departamentos de 3 dormitorios tipo Flat, dúplex y triplex. Edificio de 21 departamentos exclusivos ubicado en esquina de Jr. Artemisa/Av. Faisanes. Ambientes ventilados con iluminación natural. Ubicado frente a Colegio Innova School y a un paso de C. C. Real Plaza de Guardia Civil Sur. inscríbete hoy y conoce más de úniko!",
1587215431-896,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,"Av. Encalada cuadra 13 esquina con Aldebarán , 
								 Surco, Santiago de Surco",,,,,
1587215419-702,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,Fly San Felipe,https://urbania.pe/inmueble/proyecto-fly-san-felipe-lima-jesus-maria-asesor-comercial-comercial-empresa-8003245,,,,,,,
1587215443-1111,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,,"Nacemos con la necesidad de explorar nuevas sensaciones y vivimos rodeados de estímulos externos constantes. Sensse llega para hacer vibrar tus sentidos, para presentarte espacios que puedes hacer tuyos con solos percibirlos. Encuentra una nueva sensación todos los días. Explora sensse. Altura de la cuadra 23 de Angamos",
1587215431-875,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,"S/ 401,500",,,,,,
1587215492-1688,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"En obra: Una vida equilibrada en una gran ubicación, proyecto en Miraflores de 10 pisos y 04 sótanos con 48 departamentos, ubicado en Av. Roosevelt N° 5963 en la Aurora. Departamentos flat y duplex de 02 y 03 dormitorios desde 99m2 a 135m2. Roof Garden de 538m2 con Cine al Aire Libre, Fogón y Zona de Parrillas. Av. Roosevelt 5963",
1587215431-980,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,,,2 Baños
1587215382-267,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,Los Aires Santa Beatriz,https://urbania.pe/inmueble/proyecto-los-aires-santa-beatriz-lima-lince-canamont-sac-8004057,,,,,,,
1587215075-63,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=38,,,,,,,,,3 Baños
1587215504-1719,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,Up Living - Pueblo Libre Vip,https://urbania.pe/inmueble/proyecto-up-living-pueblo-libre-vip-lima-pueblo-libre-san-charbel-edificaciones-sac-8004705,,,,,,,
1587215184-109,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=29,,,,,,,,,3 Baños
1587215329-168,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=17,,,,,,,,,1 Baño
1587215456-1166,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,"S/ 951,660",,,,,,
1587215468-1365,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,"120 a 201 
							
							m² techados",,,
1587215395-474,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,Marzo 2021,,,,
1587215492-1662,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,1 a 3 dormitorios,,
1587215419-826,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"Sunnery sbs 187 es un exclusivo edificio eco amigable de 10 pisos ubicado en el distrito de San Borja, a un paso del Ovalo Quiñones y muy cerca al Centro Financiero de San Isidro, donde estarás conectado con la ciudad, pero en un espacio con áreas verdes, donde podrás disfrutar de la tranquilidad de respirar aire libre en una zona residencial y tranquila. El proyecto ofrece 40 departamentos flats y dúplex desde 90. 00 m2 hasta 135. 74 m2, todos con 3 dormitorios, con una excelente distribución, gran iluminación natural y todas las condiciones específicas que requiere un edificio con certificación edge para el ahorro de agua, energía y otros particulares. En Sunnery podrás disfrutar de estas áreas comunes que harán de tu depa lo que siempre quisiste: - Amplio y elegante Lobby de ingreso. - Zonas bbq en terraza. - Piscina recreativa. - Gimnasio equipado. - Terrazas en el último nivel. - Estacionamiento para bicicletas. ¡Múdate a San Borja y disfruta de todo lo verde que te da este distrito! *Las imágenes y planos son referenciales y pueden estar sujetos a cambio sin previo aviso. A un paso del Ovalo Quiñones",
1587215382-264,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,Dos de Mayo 385,https://urbania.pe/inmueble/proyecto-dos-de-mayo-385-lima-san-isidro-pnr-pionero-inmobiliaria-8004781,,,,,,,
1587215395-410,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,Invent San Isidro,https://urbania.pe/inmueble/proyecto-invent-san-isidro-san-isidro-corpac-invent-sac-empresa-8004157,,,,,,,
1587215517-1863,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,Residencial Ingenio - Surco,https://urbania.pe/inmueble/proyecto-residencial-ingenio-surco-santiago-de-surco-valle-hermoso-oeste-tale-inmobiliaria-8003625,,,,,,,
1587215382-354,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,"39 a 72 
							
							m² techados",,,
1587215529-2098,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,1 a 3 dormitorios,,
1587215419-839,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,,2 Baños
1587215456-1203,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,Marzo 2022,,,,
1587215407-685,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,,"Iniciamos obra. 80% Vendido, últimos departamentos. Visite Piloto. Flora Tristan es un edificio multifamiliar que consta de 6 pisos y 17 departamentos ubicado en calle Flora Tristan ( a metros de Av. Javier Prado) distrito de Magdalena del Mar. Esta edificación posee arquitectura sofisticada, estilo Art Deco que emula las construcciones Europeas de la primera mitad del siglo xx con un fuerte enfoque en la decoración y la asimetría, posee un jardín mediterráneo en el interior que contribuye a calidad de vida y control de temperatura. El Edificio estará ubicado en una de las zonas más exclusivas de Lima, rodeado de parques, amplias avenidas, fácil acceso a costa verde y con servicios bancarios y supermercados a corta distancia. Nuestros departamentos de 1 y 2 dormitorios, destacan con características en la calidad de su materiales tales como piso estructurado importado en sala, comedor y dormitorios; piso porcelanato en cocina y baños, pisos Roselló hechos a mano en lobby y áreas comunes, ventanales de pvc ( aísla de ruido, temperatura y humedad), closet con cajoneras en dormitorios y cocina con puertas aluminizadas, cocina con cubierta de cuarzo blanco, grifería alta minimalista, centro de lavado independiente, baños con cubierta de mármol blanco, espejos con marco de madera, inodoro one piece ahorrador, Home Office en algunos dptos. Javier Prado Oeste cuadra 24",
1587215382-406,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,,,3 Baños
1587215443-1123,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,,"El proyecto 360°, es un edificio mixto (oficinas boutique + departamentos + locales comerciales) ubicado en el distrito. de Miraflores. El proyecto 360° cuenta con una buena ubicación, tiene un rápido acceso a avenidas principales (Av. Reducto, Av. 28 de julio, Costa Verde, Vía Expresa) y medios de transporte (metropolitano), así como cercanía a servicios, comercio, gastronomía, hoteles y parques. Frente al parque Reducto N°2",
1587215370-216,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,Inmediata,,,,
1587215468-1366,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,"90 a 156 
							
							m² techados",,,
1587215382-359,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,"86 
							
							m² techados",,,
1587215492-1568,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,Creativa Poise,https://urbania.pe/inmueble/proyecto-creativa-poise-lima-miraflores-inversiones-en-inmuebles-lima-sac-empresa-8004278,,,,,,,
1587215407-608,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,"Av. Brasil 3784, 
								 Orbea, Magdalena",,,,,
1587215419-813,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,2 a 3 dormitorios,,
1587215504-1822,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,3 dormitorio,,
1587215492-1701,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Momentum es el nuevo proyecto de Albamar, ubicado en pleno centro financiero. Te ofrecemos la comodidad de vivir a un paso de todo lo que necesitas. Al ser un proyecto walking distance te permite conectar con los principales centros comerciales, tiendas por departamento, bancos, estaciones de metro y más. Olvídate del tráfico y empieza a aprovechar tu tiempo al máximo. Frente a Saga Falabella de Begonias",
1587215480-1450,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,"S/ 273,130",,,,,,
1587215419-701,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,Proyecto Raoul de Veneuil - Rdv,https://urbania.pe/inmueble/proyecto-proyecto-raoul-de-veneuil-rdv-lima-santiago-de-surco-cp-building-sac-empresa-58012834,,,,,,,
1587215529-2083,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,"93 a 126 
							
							m² techados",,,
1587215517-1856,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,Entrega Inmediata! Últimos Departamentos en El Corazón de Miraflores! Listos Para Que Te Mudes!,https://urbania.pe/inmueble/proyecto-entrega-inmediata-ultimos-departamentos-en-el-corazon-de-miraflores-listos-para-que-te-mudes-lima-miraflores-conjuntos-residenciales-sac-8003948,,,,,,,
1587215492-1585,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,"S/ 746,253",,,,,,
1587215468-1378,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,1 a 3 dormitorios,,
1587215504-1747,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,"Calle los Azafranes nº126 - salamanca, 
								 Los Recaudadores, Ate Vitarte",,,,,
1587215504-1773,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,Agosto 2021,,,,
1587215468-1379,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,1 a 3 dormitorios,,
1587215517-1907,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,"Av. Paseo de la República 5745, 
								 Miraflores, Lima",,,,,
1587215492-1604,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,"Calle Los Eucaliptos 383, 
								 Country Club, San Isidro",,,,,
1587215395-448,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,"Paseo de la República 6339, 
								 San Antonio, Miraflores",,,,,
1587214943-6,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=49,,,,,,,,,2 Baños
1587215468-1397,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,,"Side, está ubicado en el epicentro de Jesús María, nos conecta con facilidad a los principales núcleos financieros, culturales y empresariales de Lima; es la respuesta para quienes buscan deshacer nudos, simplificar sus días y disfrutar. Edificio de 20 pisos con 176 departamentos. A media cuadra del Parque Cáceres",
1587215407-676,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,,"Exclusivo Edificio Multifamiliar a una cuadra de la Av. La Marina, moderna arquitectura, estructura antisísmica, buenos acabados, magnífica distribución, excelente iluminación y ventilación natural. Edificio 16 pisos con 3 sótanos y 2 ascensores, un total de 73 departamentos, 61 flats y 12 dúplex, distribuidos en 5 dptos. Por piso, con áreas que van desde 48. 80m2 hasta 131. 60m2. Se contará con 50 estacionamientos, de los cuales 14 estarán ubicados en sótano 1, 13 en el sótano 2, 13 en el sótano 3 y 10 estacionamientos en el frontis del primer piso. Proyecto ubicado en la Av. Sucre Nº 1301 - Ver datos, Pueblo Libre, en el distrito de Pueblo Libre. Inmejorable ubicación a 1 cuadra de la Av. La Marina, cerca de la Av. Brasil, a 5 minutos del Centro Comercial Plaza San Miguel, cerca a colegios, universidades, iglesias y principales avenidas. Proyecto en Pre Venta para entrega en diciembre 2020.",
1587215382-381,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,2 dormitorio,,
1587215480-1451,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,"S/ 712,947",,,,,,
1587215468-1313,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,"Manuel Villavicencio 843, 
								 Lobaton, Lince",,,,,
1587215443-1006,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 435,842",,,,,,
1587215382-376,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,1 a 3 dormitorios,,
1587215382-331,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,4° trimestre 2021,,,,
1587215504-1804,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"44 a 135 
							
							m² techados",,,
1587215504-1778,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,Diciembre 2021,,,,
1587215468-1342,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,Febrero 2021,,,,
1587215468-1299,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 376,000",,,,,,
1587215480-1542,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,,"Si eres un soñador, un luchador o eres más bien conservador, anímate e inicia la nueva aventura de tu vida en Almendra, en el mismo corazón de Jesús María, a pasos de Lince, Pueblo Libre, Breña y el Cercado de Lima.",
1587215529-2123,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,,"Inmgenio ha creado rebel, diseñado por el estudio de Arquitectos Reusche + Atelier Reyna, el edificio cuenta con 6 pisos y 44 departamentos de 3 y 4 dormitorios, con metrajes desde 90m2 hasta 182 m2. Rebel, sinónimo de diseño e innovación, está ubicado en el corazón de San Borja, a solo 2 cuadras de la Av. San Borja Norte. Rebel cuenta con la Certificación edge, lo que indica que es una construcción sostenible que garantiza el ahorro de recursos como agua y energía a los residentes. Calle José Maria Sert 172",
1587215456-1139,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,Osorio 139 - Surco,https://urbania.pe/inmueble/proyecto-osorio-139-surco-lima-santiago-de-surco-fcm-57820825,,,,,,,
1587215382-322,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,"Jirón Echenique 601, 
								 Magdalena, Lima",,,,,
1587215480-1532,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,2 a 3 dormitorios,,
1587215492-1699,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Te gustaría vivir en la zona más exclusiva de Lima cerca a los mejores restaurantes, reconocidos centros comerciales, exclusivos colegios, supermercados y parques principales de Chacarilla. ¡tenemos tu departamento ideal! Trabajamos con los mejores acabados, amplios e iluminados dormitorios, salas de estar, área de servicio completa, contamos con instalación de gas de cálida, estacionamientos paralelos, lineales y de visitas con elevador para discapacitados.",
1587215529-2081,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,"39 a 81 
							
							m² techados",,,
1587215431-858,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,Condominio Bella Flora - Ubicado Frente a Parque,https://urbania.pe/inmueble/proyecto-condominio-bella-flora-ubicado-frente-a-parque-santiago-de-surco-santa-rosa-la-venturosa-inmobiliaria-8004009,,,,,,,
1587215480-1436,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,La Estancia,https://urbania.pe/inmueble/proyecto-la-estancia-lima-la-molina-inmobiliaria-las-malvinas-sac-empresa-8002575,,,,,,,
1587215456-1138,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,Manet,https://urbania.pe/inmueble/proyecto-manet-lima-surquillo-medcons-gerencia-de-proyectos-sac-58151817,,,,,,,
1587215517-1890,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,"Calle faisanes 337, 
								 Mariscal Andres Avelino Caceres, Chorrillos",,,,,
1587215419-825,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"El proyecto Sauces se encuentra ubicado muy cerca de avenidas principales como Av. El Sol, Av. Guardia Peruana y la Av. Matellini, donde podrás encontrar la estación del metropolitano. Es un condominio con 3 edificios de 8 pisos con un total de 179 departamentos. Se distribuye en 8 dptos. Por piso en plantas típicas y 6 dptos. En el primer piso. Cada edificio cuenta con un lobby de ingreso, dos ascensores y una escalera de servicio. Todos los departamentos cuentan con una cara que da hacia el exterior del edificio lo cual permite que todos los ambientes se beneficien con iluminación natural. El proyecto cuenta con sótano de estacionamiento, 6 ascensores y elevador para silla de ruedas en cada edificio. Áreas comunes: Sala de juegos para niños, gimnasio, lavandería, patio común y sum. Si deseas información del proyecto comunícate al Ver datos / Ver datos",
1587215395-546,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,,"""el Parque - La Aurora - Miraflores. Edificio moderno situado en la exclusiva urbanización La Aurora en el distrito de Miraflores. Donde podrás disfrutar de una vista increíble del parque Manuel Villavicencio. Se encuentra cerca de cines, supermercados, restaurantes y otros. """,
1587215407-651,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,"41 a 82 
							
							m² techados",,,
1587215517-1859,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,"Edificio Nitoa 2 - Dsctos de Hasta S/ 24,000 Realizando Una Visita Virtual",https://urbania.pe/inmueble/proyecto-edificio-nitoa-2-dsctos-de-hasta-s-24-000-realizando-una-visita-virtual-lima-surquillo-vita-in-inmobiliaria-sac-57912606,,,,,,,
1587215407-657,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,1 a 3 dormitorios,,
1587215517-1985,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,"Etimológicamente significa “Nueva Área”. Aquí encontrarás un proyecto en donde podras generar nuevos recuerdos y que prioriza tu comodidad y la eficiencia en el uso de los espacios y recursos. Es uno de los primeros edificios de vivienda eco-amigables en Miraflores y que ha iniciado el proceso de certificación leed (Leadership in Energy & Enviromental Design), lo cual traerá beneficios tanto para el planeta como para ti. Aquí estarás rodeado de un entorno tranquilo y residencial de Miraflores, teniendo el privilegio de estar muy cerca a todo lo que necesitas y lo que te gusta. Su ubicación y acceso a vías importantes te permitirá movilizarte con facilidad dentro del distrito, así como hacia otras zonas colindantes como San Isidro, Barranco y Surco, todos a 5 minutos de distancia en auto. El proyecto cuenta con diversidad de modelos de departamentos, así como la posibilidad de adaptarlos a la cantidad de dormitorios que necesites. ¿Vives solo? ¿Acompañado de un amigo/a? ¿Con tu pareja? ¿Con hijos? ¿Tienes mascota? ¿Quieres un depa con una vista increíble de Miraflores? ¿Buscas tener tu propia terraza? En Novara encontrarás algo para ti. Además, también podrás aprovechar los ambientes comunes que complementarán tu estilo de vida como el gimnasio funcional, el salón para niños, la sala de usos múltiples (coworking) y los 57 estacionamientos de bicicletas. Novara representa un nuevo comienzo. Una nueva vida bajo tus propios términos. Un proyecto que se adapta a ti y al futuro. Bienvenido a Novara, bienvenido a tus nuevos recuerdos.",
1587215100-71,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=36,,,,,,,,,2 Baños
1587215443-999,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,Creativa Poise,https://urbania.pe/inmueble/proyecto-creativa-poise-lima-miraflores-inversiones-en-inmuebles-lima-sac-empresa-8004278,,,,,,,
1587215407-648,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,"50 a 82 
							
							m² techados",,,
1587215443-1045,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,Junio 2021,,,,
1587215382-303,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,"S/ 265,448",,,,,,
1587215492-1611,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,"Calle Parque San Martin 374, 
								 Pueblo Libre, Lima",,,,,
1587215370-222,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,Diciembre 2021,,,,
1587215382-299,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,"S/ 600,200",,,,,,
1587215431-937,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,"42 a 110 
							
							m² techados",,,
1587215480-1489,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,Junio 2022,,,,
1587215456-1232,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,1 a 3 dormitorios,,
1587215504-1792,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"40 a 82 
							
							m² techados",,,
1587215468-1277,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,Side,https://urbania.pe/inmueble/proyecto-side-lima-jesus-maria-asesor-comercial-comercial-empresa-8004428,,,,,,,
1587215395-426,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,El Parque - Miraflores,https://urbania.pe/inmueble/proyecto-el-parque-miraflores-miraflores-aurora-constructora-hefesto-58217723,,,,,,,
1587215443-1065,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,"45 a 89 
							
							m² techados",,,
1587215358-178,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=15,,,,,,,,,2 Baños
1587215468-1387,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,1 a 3 dormitorios,,
1587215480-1499,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,"39 a 131 
							
							m² techados",,,
1587215419-790,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,"120 a 158 
							
							m² techados",,,
1587215492-1647,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,"44 a 106 
							
							m² techados",,,
1587215370-241,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,5 dormitorio,,
1587215529-2128,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,,"Piura cuenta con departamentos flex y dúplex de 1, 2 y 3 dormitorios desde 81 m2 con los mejores acabados, pisos de spc, muebles altos y bajos de cocina y más. Piura contará con áreas comunes para el disfrute de los propietarios denominada Sala de Usos Múltiples con Terraza, sala de niños, sala de adultos, gimnasio, zona de parrillas, la cual estará implementada con parrilla y mesas para compartir con tu familia y amigos. Además, te brinda un lobby amoblado y patios interiores. Tipo de cambio referencial. Toda suscripción de convenio de separación correspondiente a la compra del inmueble se realizará en soles. Si deseas información del proyecto comunícate al Ver datos / Ver datos",
1587215431-884,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,"Av. San Borja Sur 187, 
								 San Borja, San Borja",,,,,
1587215492-1697,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Exclusivo Edificio Multifamiliar. Excelentes descuentos en precios. Edificio ecoamigable (techo verde, estacionamiento de bicicletas, paneles solares para ahorro de energía, griferías con certificado ahorrador, gas natural, ascensor schindler de última generación). Equipamos tu cocina con cocina y horno empotrados, te entregamos terma, todo por pre-venta. Proyecto está ubicado en el Jirón Abraham Valdelomar 664 en el distrito de pueblo libre. Inmejorable ubicación a media cuadra de la Av. Bolivar, cerca de la Av. Sucre, con todos los servicios al alcance de mano (a pocas cuadras de plaza vea, cerca de mercado bolivar, restaurantes, tiendas, gimnasios), a pocos minutos de Centro Comercial Plaza San Miguel, a una cuadra y media de bancos bcp y bbva, a pocos metros de Parque El Carmen, solo a unas cuadras de la Pontificia Universidad Católica del Perú y muchos más centros educativos y universitarios, clínicas y hospital. Moderna arquitectura, estructura antisísmica, buenos acabados, magnífica distribución, excelente iluminación y ventilación natural. Edificio de 8 pisos + 2 sótanos de estacionamientos, en los cuales se encuentran 30 departamentos, 20 estacionamientos y 19 depósitos. Edificio ecoamigable (techo verde, estacionamiento de bicicletas, paneles solares para ahorro de energía, griferías con certificado ahorrador, gas natural, ascensor schindler de última generación), ascensor para discapacitados, cámaras de seguridad, reposteros altos y bajos en cocinas con tableros de granito, tableros de granito y cajonería de melamine en baños, inodoros one piece en todos los baños. Proyecto con excelentes precios por pre-venta, financiado por bbva. A media cuadra de av. Bolivar cuadra 13",
